63,28
1,10
33,30
52,51
12,11
32,31
51,27
19,17
4,29
35,25
4,45
49,19
61,53
69,65
27,19
61,43
65,42
7,47
4,17
22,17
11,13
1,47
28,27
39,30
59,61
11,36
55,50
5,24
31,13
50,17
29,11
35,27
25,23
20,13
67,41
4,7
44,25
7,21
66,33
57,29
31,29
59,26
34,13
29,27
65,59
9,13
9,41
15,21
10,17
13,11
63,49
53,13
53,22
21,29
12,9
28,17
19,15
53,54
11,9
32,35
25,41
60,57
19,51
61,60
15,19
25,12
7,9
23,23
2,7
13,50
3,50
54,17
57,43
9,9
13,49
24,21
11,23
59,42
65,61
51,15
59,48
59,63
53,26
19,47
59,34
69,43
33,13
65,41
21,30
63,55
27,33
1,9
66,27
31,41
59,22
60,69
24,23
0,3
63,30
59,47
15,41
15,28
63,38
24,43
56,43
16,35
17,43
29,25
55,45
15,33
53,12
51,56
15,10
5,18
60,49
11,22
34,17
69,39
63,29
29,16
19,41
58,23
1,13
23,34
19,43
14,37
18,23
38,13
61,67
17,13
69,62
5,20
69,33
11,12
7,51
57,16
33,12
59,53
55,24
29,31
51,55
27,25
51,24
67,46
3,40
70,29
26,31
37,14
26,35
7,18
51,51
8,51
55,59
21,16
57,51
57,65
69,67
20,37
17,31
19,37
29,37
57,14
8,41
68,39
57,68
19,39
53,49
13,23
53,15
18,11
52,47
17,20
7,15
5,25
61,48
67,52
59,33
25,33
29,36
13,51
7,45
55,49
14,33
36,25
27,31
67,53
49,13
4,15
3,7
23,41
9,48
27,38
15,25
21,35
15,45
54,45
17,47
23,27
31,15
19,21
61,50
30,13
31,43
61,56
5,42
69,32
49,49
3,10
39,25
65,60
67,28
8,19
1,48
16,31
44,57
1,44
69,61
21,39
69,31
14,25
21,45
7,46
52,15
17,17
59,57
57,28
63,51
27,11
54,53
10,9
11,41
57,53
61,54
29,20
61,65
35,29
67,62
67,45
33,29
63,57
22,27
39,27
51,21
34,29
57,21
19,26
23,25
63,40
57,20
22,11
41,28
55,21
3,43
48,17
27,35
69,41
21,36
57,27
24,29
56,49
57,39
13,9
64,27
3,4
44,39
17,37
60,31
63,46
23,33
51,49
49,21
69,45
21,19
21,27
23,38
0,47
53,19
12,51
13,40
11,15
12,23
24,15
6,5
6,47
52,25
23,29
63,35
69,57
67,56
67,60
7,55
5,53
15,35
61,44
7,10
31,30
33,43
13,53
30,23
11,6
61,58
37,28
49,26
35,15
5,14
69,66
51,63
56,17
31,14
58,19
29,29
57,11
62,35
11,26
31,18
28,29
63,66
51,13
15,15
31,17
70,63
7,23
59,46
31,49
58,49
3,46
57,47
51,12
25,37
22,41
25,47
49,18
29,15
49,48
25,27
25,26
3,11
27,20
2,53
3,1
39,31
