32|62
69|17
69|83
71|68
71|22
71|16
81|12
81|74
81|18
81|37
63|25
63|95
63|76
63|12
63|77
49|44
49|41
49|42
49|17
49|92
49|32
96|91
96|18
96|88
96|67
96|31
96|81
96|63
75|17
75|95
75|19
75|89
75|42
75|16
75|11
75|73
41|67
41|25
41|62
41|97
41|76
41|79
41|31
41|18
41|65
43|88
43|12
43|63
43|18
43|37
43|25
43|82
43|16
43|68
43|96
65|32
65|49
65|85
65|88
65|92
65|97
65|37
65|76
65|75
65|22
65|35
67|88
67|35
67|74
67|49
67|69
67|12
67|18
67|44
67|42
67|33
67|55
67|32
31|37
31|79
31|12
31|35
31|76
31|67
31|92
31|49
31|18
31|85
31|97
31|91
31|69
85|99
85|55
85|74
85|42
85|33
85|43
85|45
85|75
85|77
85|19
85|35
85|17
85|84
85|71
82|33
82|76
82|37
82|91
82|81
82|88
82|31
82|25
82|65
82|63
82|12
82|22
82|59
82|18
82|97
37|49
37|44
37|76
37|63
37|77
37|69
37|32
37|85
37|55
37|74
37|12
37|33
37|88
37|84
37|95
37|18
62|81
62|12
62|83
62|74
62|59
62|65
62|69
62|88
62|82
62|33
62|22
62|25
62|37
62|35
62|76
62|63
62|67
35|95
35|71
35|11
35|49
35|73
35|32
35|84
35|42
35|96
35|45
35|75
35|16
35|19
35|39
35|17
35|41
35|55
35|44
84|89
84|42
84|82
84|71
84|68
84|96
84|91
84|59
84|65
84|16
84|73
84|62
84|99
84|43
84|41
84|45
84|61
84|17
84|79
33|32
33|71
33|99
33|42
33|43
33|44
33|35
33|19
33|17
33|75
33|45
33|89
33|61
33|11
33|95
33|49
33|39
33|92
33|73
33|55
44|89
44|82
44|79
44|68
44|17
44|84
44|45
44|16
44|11
44|62
44|41
44|77
44|59
44|71
44|61
44|31
44|81
44|42
44|91
44|73
44|43
77|89
77|17
77|79
77|31
77|19
77|82
77|42
77|61
77|45
77|91
77|96
77|22
77|41
77|16
77|73
77|65
77|81
77|11
77|68
77|43
77|71
77|62
61|99
61|68
61|82
61|37
61|16
61|65
61|91
61|73
61|71
61|88
61|81
61|22
61|69
61|41
61|45
61|11
61|62
61|43
61|67
61|96
61|31
61|19
61|79
42|82
42|65
42|99
42|79
42|11
42|16
42|17
42|45
42|89
42|37
42|71
42|43
42|62
42|61
42|91
42|73
42|41
42|22
42|81
42|96
42|68
42|19
42|31
42|59
73|18
73|41
73|59
73|25
73|82
73|22
73|62
73|68
73|16
73|69
73|65
73|11
73|37
73|67
73|96
73|79
73|31
73|91
73|12
73|88
73|81
73|63
73|85
73|83
89|81
89|43
89|65
89|16
89|22
89|11
89|45
89|82
89|31
89|68
89|67
89|99
89|59
89|79
89|61
89|91
89|73
89|41
89|37
89|71
89|88
89|62
89|19
89|96
18|92
18|75
18|61
18|44
18|71
18|55
18|17
18|39
18|77
18|74
18|84
18|76
18|25
18|42
18|85
18|83
18|95
18|97
18|32
18|33
18|89
18|35
18|49
18|12
25|84
25|99
25|61
25|42
25|32
25|75
25|33
25|17
25|97
25|85
25|71
25|95
25|44
25|76
25|35
25|77
25|45
25|19
25|55
25|39
25|74
25|49
25|89
25|92
91|88
91|74
91|83
91|55
91|92
91|95
91|33
91|63
91|12
91|37
91|25
91|35
91|76
91|18
91|75
91|79
91|97
91|39
91|49
91|85
91|22
91|67
91|69
91|65
45|31
45|41
45|22
45|69
45|43
45|19
45|79
45|88
45|12
45|18
45|67
45|82
45|37
45|81
45|73
45|62
45|59
45|96
45|65
45|68
45|63
45|11
45|16
45|91
74|77
74|73
74|99
74|44
74|33
74|43
74|32
74|35
74|39
74|92
74|71
74|19
74|17
74|89
74|55
74|49
74|95
74|42
74|45
74|75
74|96
74|61
74|84
74|16
11|81
11|63
11|88
11|85
11|59
11|22
11|79
11|18
11|82
11|37
11|91
11|74
11|12
11|25
11|67
11|68
11|69
11|31
11|41
11|62
11|97
11|83
11|76
11|65
95|31
95|32
95|43
95|19
95|96
95|17
95|16
95|84
95|62
95|42
95|61
95|89
95|59
95|55
95|45
95|41
95|99
95|73
95|77
95|39
95|44
95|82
95|11
95|71
76|19
76|89
76|71
76|61
76|45
76|77
76|33
76|55
76|49
76|75
76|96
76|95
76|99
76|92
76|39
76|42
76|73
76|43
76|32
76|17
76|35
76|44
76|74
76|84
79|18
79|75
79|69
79|49
79|37
79|33
79|22
79|67
79|12
79|88
79|97
79|76
79|74
79|83
79|32
79|55
79|85
79|39
79|95
79|35
79|65
79|92
79|25
79|63
39|31
39|44
39|59
39|99
39|42
39|45
39|77
39|11
39|17
39|84
39|41
39|82
39|16
39|62
39|71
39|32
39|61
39|89
39|55
39|68
39|19
39|73
39|43
39|96
99|91
99|37
99|62
99|81
99|79
99|11
99|31
99|45
99|67
99|96
99|65
99|18
99|88
99|73
99|69
99|68
99|41
99|43
99|22
99|82
99|59
99|16
99|63
99|19
17|99
17|22
17|59
17|31
17|96
17|82
17|37
17|79
17|62
17|89
17|11
17|61
17|71
17|41
17|91
17|16
17|43
17|73
17|68
17|65
17|19
17|67
17|45
17|81
88|69
88|49
88|76
88|33
88|25
88|35
88|44
88|12
88|32
88|42
88|97
88|17
88|83
88|74
88|39
88|77
88|95
88|18
88|84
88|85
88|75
88|92
88|55
88|63
68|67
68|92
68|33
68|76
68|95
68|81
68|12
68|25
68|18
68|79
68|88
68|37
68|91
68|22
68|49
68|83
68|65
68|85
68|63
68|75
68|74
68|35
68|97
68|69
97|84
97|32
97|19
97|17
97|61
97|76
97|43
97|55
97|45
97|33
97|75
97|92
97|39
97|89
97|71
97|73
97|95
97|44
97|77
97|99
97|74
97|49
97|42
97|35
59|33
59|91
59|67
59|75
59|22
59|63
59|25
59|85
59|68
59|49
59|65
59|31
59|35
59|76
59|81
59|12
59|88
59|79
59|83
59|37
59|97
59|69
59|18
59|74
92|55
92|84
92|39
92|17
92|61
92|99
92|96
92|16
92|44
92|11
92|42
92|41
92|95
92|71
92|32
92|89
92|45
92|43
92|59
92|62
92|77
92|73
92|19
92|82
55|11
55|19
55|89
55|99
55|96
55|44
55|77
55|16
55|59
55|32
55|82
55|71
55|41
55|45
55|43
55|62
55|84
55|42
55|17
55|81
55|73
55|68
55|61
55|31
22|84
22|88
22|97
22|75
22|76
22|67
22|74
22|25
22|63
22|85
22|92
22|32
22|69
22|33
22|37
22|49
22|18
22|95
22|44
22|55
22|35
22|12
22|39
22|83
16|69
16|11
16|59
16|31
16|85
16|79
16|83
16|67
16|82
16|18
16|12
16|41
16|25
16|68
16|22
16|88
16|65
16|63
16|97
16|37
16|62
16|91
16|76
16|81
19|81
19|79
19|63
19|73
19|83
19|96
19|11
19|67
19|41
19|12
19|91
19|82
19|65
19|59
19|62
19|18
19|31
19|37
19|43
19|69
19|22
19|16
19|68
19|88
83|55
83|89
83|45
83|95
83|99
83|97
83|32
83|71
83|76
83|49
83|42
83|75
83|84
83|39
83|25
83|33
83|92
83|17
83|44
83|77
83|61
83|35
83|74
83|85
12|71
12|77
12|42
12|55
12|95
12|17
12|89
12|61
12|83
12|85
12|35
12|33
12|99
12|49
12|74
12|32
12|92
12|97
12|76
12|39
12|75
12|44
12|25
12|84
32|19
32|61
32|71
32|17
32|82
32|16
32|89
32|43
32|73
32|84
32|42
32|77
32|59
32|11
32|96
32|31
32|91
32|68
32|81
32|99
32|41
32|45
32|44
69|89
69|12
69|35
69|95
69|39
69|32
69|92
69|55
69|76
69|75
69|77
69|63
69|25
69|42
69|49
69|74
69|97
69|84
69|44
69|85
69|18
69|33
71|73
71|43
71|65
71|11
71|45
71|19
71|41
71|67
71|96
71|62
71|31
71|69
71|99
71|37
71|59
71|88
71|81
71|63
71|82
71|79
71|91
81|67
81|35
81|63
81|49
81|79
81|25
81|65
81|97
81|22
81|95
81|92
81|69
81|33
81|85
81|88
81|75
81|76
81|91
81|39
81|83
63|33
63|97
63|85
63|32
63|55
63|42
63|49
63|44
63|84
63|18
63|74
63|83
63|17
63|89
63|39
63|92
63|75
63|61
63|35
49|71
49|55
49|45
49|84
49|11
49|43
49|19
49|95
49|61
49|62
49|73
49|77
49|99
49|39
49|96
49|16
49|82
49|89
96|82
96|83
96|22
96|11
96|85
96|25
96|97
96|12
96|37
96|68
96|16
96|62
96|59
96|69
96|65
96|79
96|41
75|43
75|32
75|62
75|45
